year,country,region,latitude,longitude,date,remote_sale,salesman_position,product_type,product_subtype,number_of_sales,distance_travelled_in_KM,sales_amount_in_dollars,unit_price
2005,Russia,Eastern Europe,43.316666999999995,45.683333000000005,2005-1-25,NO,junior,semiconductors,used,625,1963.7431407293611,100486.45316659368,160.77832506654988
2005,India,South Asia,33.778175,76.576171,2005-1-31,YES,VP,energy,standard,459,0.0,62153.92221275188,135.41159523475355
2005,Thailand,Southeast Asia,5.993037999999999,101.966181,2005-2-17,NO,VP,semiconductors,used,405,2037.392748079226,70000.56567709193,172.84090290639983
2005,India,South Asia,33.778175,76.576171,2005-3-1,NO,junior,automotive,used,526,2032.4055340422578,96989.12464841883,184.38997081448446
2005,Russia,Eastern Europe,43.336555,45.173812,2005-3-1,NO,senior,energy,used,522,1987.8446650893243,100936.8390539189,193.3655920573159
2005,India,South Asia,26.330707,90.670231,2005-3-9,NO,senior,energy,standard,557,2006.1490809239338,64656.37999670915,116.07967683430726
2005,Thailand,Southeast Asia,6.202025,101.252379,2005-3-15,NO,senior,automotive,standard,550,2016.463341959824,65047.55301902146,118.26827821640266
2005,Thailand,Southeast Asia,7.0139830000000005,100.471242,2005-4-3,NO,senior,energy,used,397,2044.808152960826,51296.789572594666,129.21105685792108
2005,Russia,Eastern Europe,42.96690706,47.45763588,2005-4-12,NO,senior,semiconductors,premium,562,1990.763834664075,77754.1714469959,138.35261823308878
2005,India,South Asia,34.327778,74.262778,2005-4-20,YES,junior,energy,premium,472,0.0,61192.16856584042,129.644424927628
2005,India,South Asia,15.505645999999999,80.047686,2005-4-28,YES,senior,automotive,standard,582,0.0,94378.29552872323,162.1620198088028
2005,Egypt,Middle East & North Africa,30.05,31.25,2005-4-30,YES,junior,energy,used,579,0.0,106567.73834269392,184.05481579049035
2005,India,South Asia,33.871517,74.89955,2005-5-3,YES,senior,automotive,used,484,0.0,89022.35945455193,183.93049474080976
2005,Thailand,Southeast Asia,6.425461,101.825314,2005-5-4,YES,senior,semiconductors,premium,476,0.0,37971.77855142463,79.77264401559796
2005,India,South Asia,33.021389,75.139167,2005-5-4,NO,junior,energy,standard,463,1979.8672309981887,60878.140171592786,131.48626386953086
2005,Russia,Eastern Europe,42.978367999999996,47.491066,2005-5-10,YES,junior,automotive,standard,424,0.0,62680.05696117323,147.83032302163497
2005,India,South Asia,34.083658,74.797368,2005-5-11,NO,junior,energy,used,483,2005.3516382028283,67244.89392318761,139.22338286374247
2005,India,South Asia,34.083658,74.797368,2005-5-12,YES,senior,energy,used,452,0.0,47669.85754064826,105.46428659435456
2005,Thailand,Southeast Asia,6.425461,101.825314,2005-5-13,YES,junior,semiconductors,used,378,0.0,62971.63893029357,166.59163738172902
2005,Nigeria,Sub-Saharan Africa,13.05702,5.245744,2005-5-13,NO,junior,gold,used,367,2014.4411817568046,65966.21776220301,179.74446256731065
2005,Thailand,Southeast Asia,6.166706,101.911987,2005-5-15,NO,junior,semiconductors,premium,547,2013.2889202188896,124332.14787835602,227.29825937542233
2005,Turkey,Middle East & North Africa,37.871045,42.149452000000004,2005-5-16,NO,junior,semiconductors,used,537,2011.231484649071,97887.39374063375,182.28564942389897
2005,India,South Asia,34.083658,74.797368,2005-5-17,NO,lead,semiconductors,premium,458,2033.8165866160134,46977.65287370459,102.57129448407115
2005,Thailand,Southeast Asia,6.425461,101.825314,2005-5-18,NO,senior,gold,standard,476,2018.1928311666159,58909.60757995706,123.75967978982575
2005,Russia,Eastern Europe,42.978367999999996,47.491066,2005-5-20,NO,junior,energy,used,509,2002.1714533761028,94457.64842802807,185.57494779573295
2005,India,South Asia,28.632381,77.220004,2005-5-22,NO,lead,semiconductors,standard,241,1973.99587369112,34903.971286008884,144.82975637348085
2005,Russia,Eastern Europe,43.124254,46.158573,2005-6-10,NO,VP,semiconductors,used,535,1986.6675615634683,80203.80224005732,149.91364904683613
2005,India,South Asia,33.871517,74.89955,2005-6-13,NO,junior,energy,standard,652,2022.5494673493235,104086.3398355602,159.64162551466288
2005,Russia,Eastern Europe,42.978367999999996,47.491066,2005-7-1,NO,VP,automotive,used,456,1993.6922290284374,65969.54328027404,144.67005105323256
2005,India,South Asia,17.973356,79.59996,2005-7-2,NO,senior,energy,standard,613,1999.8277357729598,53167.83496802736,86.73382539645573
2005,United Kingdom,Western Europe,51.500152,-0.126236,2005-7-7,YES,junior,energy,premium,627,0.0,123832.09660614473,197.49935662861998
2005,United Kingdom,Western Europe,51.529888,-0.125127,2005-7-7,NO,junior,automotive,used,614,1995.9986138755062,68074.0704873432,110.8698216406241
2005,United Kingdom,Western Europe,51.519859999999994,-0.16781,2005-7-7,YES,junior,semiconductors,used,569,0.0,57917.44976535469,101.78813667021915
2005,United Kingdom,Western Europe,51.525483,-0.128843,2005-7-7,NO,senior,energy,standard,490,2004.6980208199275,75265.8787609105,153.60383420593982
2005,Turkey,Middle East & North Africa,39.13688,39.216978000000005,2005-7-9,YES,senior,energy,used,465,0.0,93244.04650648392,200.52483119673963
2005,Thailand,Southeast Asia,6.5425,101.283056,2005-7-14,YES,senior,semiconductors,used,404,0.0,68400.39069609912,169.30789776262156
2005,Turkey,Middle East & North Africa,37.745067999999996,27.290748999999998,2005-7-16,NO,junior,energy,standard,461,2026.943202633155,73038.1357424628,158.43413393158957
2005,India,South Asia,34.073888000000004,74.832243,2005-7-20,NO,junior,energy,premium,624,1991.7864123180618,53759.79512067894,86.15351782160086
2005,Egypt,Middle East & North Africa,27.915557,34.329886,2005-7-23,NO,lead,semiconductors,standard,531,2018.0087704798132,90452.36497141162,170.343436857649
2005,India,South Asia,25.747332999999998,82.68508,2005-7-28,NO,lead,semiconductors,premium,500,1979.450588079069,60476.984089540776,120.95396817908156
2005,India,South Asia,34.074084,74.809273,2005-7-29,NO,senior,semiconductors,premium,470,2009.2177662483928,51824.757540881525,110.26544157634368
2005,Turkey,Middle East & North Africa,37.577039,43.736096,2005-7-29,NO,junior,energy,used,310,2012.1002042171808,50783.24600214823,163.81692258757494
2005,Thailand,Southeast Asia,6.166706,101.911987,2005-8-2,NO,lead,energy,used,390,2001.3869357802887,37252.199162602185,95.51845939128765
2005,Turkey,Middle East & North Africa,40.881064,29.258429,2005-8-4,NO,junior,gold,used,474,1998.7583138606121,63686.99370851877,134.36074622050373
2005,Turkey,Middle East & North Africa,37.303442,44.57696,2005-8-5,NO,junior,energy,premium,379,1975.6397398319632,54886.35452568857,144.818877376487
2005,India,South Asia,25.97796,91.235629,2005-8-7,NO,lead,semiconductors,used,488,2012.5408355319466,65466.56939704205,134.1528061414796
2005,India,South Asia,26.208185,93.050267,2005-8-11,NO,VP,energy,used,500,2059.23429945685,92652.45980454901,185.30491960909802
2005,India,South Asia,27.205833000000002,79.366389,2005-8-12,YES,senior,energy,standard,468,0.0,63244.328089847375,135.13745318343456
2005,India,South Asia,33.296232,74.862409,2005-8-12,NO,junior,automotive,premium,566,1969.075204367411,100218.45069233284,177.06440051648912
2005,Russia,Eastern Europe,43.316666999999995,45.683333000000005,2005-8-15,NO,senior,energy,standard,627,2000.694807152244,79215.10912888394,126.33988696791697
2005,Thailand,Southeast Asia,6.425461,101.825314,2005-8-17,NO,lead,energy,premium,529,2003.1951707045203,70024.9653800659,132.37233531203384
2005,Thailand,Southeast Asia,6.166706,101.911987,2005-8-20,NO,senior,energy,used,525,2008.9685073435808,89378.72285963202,170.2451863992991
2005,Russia,Eastern Europe,43.216667,44.766667,2005-8-25,YES,senior,automotive,standard,646,0.0,95836.62434546847,148.35390765552395
2005,Thailand,Southeast Asia,6.247923999999999,102.00329599999999,2005-9-7,NO,junior,energy,standard,536,1989.6126309767417,70030.40118442447,130.65373355303072
2005,India,South Asia,33.778175,76.576171,2005-9-9,YES,senior,semiconductors,standard,509,0.0,95150.1560120398,186.93547350106053
2005,Turkey,Middle East & North Africa,38.504135999999995,43.375265,2005-9-17,NO,senior,energy,standard,566,1983.4855213219714,75222.50974071898,132.90196067264836
2005,Russia,Eastern Europe,43.484122,43.627361,2005-10-13,YES,junior,energy,used,445,0.0,80835.64438136568,181.6531334412712
2005,Russia,Eastern Europe,43.484122,43.627361,2005-10-13,YES,senior,energy,premium,461,0.0,72167.05279563523,156.54458307079227
2005,Russia,Eastern Europe,43.484122,43.627361,2005-10-13,NO,junior,semiconductors,standard,297,1990.5617401531324,51957.47529023131,174.94099424320308
2005,Russia,Eastern Europe,43.484122,43.627361,2005-10-13,YES,lead,energy,used,645,0.0,90879.32755951918,140.89818226282043
2005,Russia,Eastern Europe,43.484122,43.627361,2005-10-13,NO,lead,energy,used,344,2011.3634273585515,44648.73554884144,129.79283589779487
2005,Russia,Eastern Europe,43.484122,43.627361,2005-10-13,YES,senior,energy,used,545,0.0,63852.517931222756,117.16058336004176
2005,Russia,Eastern Europe,43.484122,43.627361,2005-10-13,NO,junior,semiconductors,premium,675,1989.9401423203155,124210.32323080876,184.01529367527223
2005,Russia,Eastern Europe,43.484122,43.627361,2005-10-13,NO,VP,gold,premium,727,1992.5278949338103,87916.69438148335,120.93080382597435
2005,India,South Asia,32.371697999999995,75.522909,2005-10-15,YES,junior,automotive,used,314,0.0,50432.62601582,160.61345864910828
2005,India,South Asia,26.275268,92.953375,2005-10-17,NO,junior,semiconductors,used,597,1977.2928866866494,99433.71377354416,166.555634461548
2005,India,South Asia,34.016667,74.918056,2005-10-19,NO,lead,energy,standard,457,2032.9558493675595,59444.50850390174,130.07551094945677
2005,India,South Asia,33.778175,76.576171,2005-10-26,NO,junior,energy,premium,528,1980.4060101178522,91516.81359314083,173.32729847185763
2005,India,South Asia,34.067275,74.76537900000001,2005-11-2,NO,senior,automotive,standard,495,2022.168339795196,77525.21265222837,156.61659121662296
2005,Thailand,Southeast Asia,6.424468,101.815057,2005-11-2,NO,lead,energy,premium,458,2015.566015058999,81241.86328006706,177.38398096084512
2005,Turkey,Middle East & North Africa,37.303442,44.57696,2005-11-9,YES,junior,energy,premium,429,0.0,63992.21160948628,149.16599442770695
2005,India,South Asia,34.090705,74.78689399999999,2005-11-14,NO,lead,energy,used,579,2003.4605084468074,110533.60373579522,190.9043242414425
2005,India,South Asia,34.070417,74.809304,2005-11-16,YES,senior,energy,standard,448,0.0,62260.90015852945,138.9752235681461
2005,India,South Asia,34.08599,74.797885,2005-11-23,YES,junior,energy,premium,584,0.0,95823.48189367817,164.08130461246262
2005,India,South Asia,34.19905,74.34995,2005-12-16,YES,VP,energy,used,352,0.0,46905.94714594349,133.2555316646122
2005,India,South Asia,16.690932999999998,79.567945,2005-12-25,YES,junior,energy,standard,677,0.0,89543.08033903706,132.2645204417091
2008,India,South Asia,23.148159,84.37260500000001,2008-5-21,NO,junior,automotive,standard,513,2007.4428057715163,76477.3459786244,149.07864713182144
2012,Nigeria,Sub-Saharan Africa,12.78679,10.23771,2012-1-3,YES,lead,energy,used,575,0.0,100671.23263853691,175.08040458875985
2012,Nigeria,Sub-Saharan Africa,10.2824,11.17479,2012-1-5,NO,lead,energy,used,406,1980.3690845484316,33102.72602599178,81.53380794579257
2012,Nigeria,Sub-Saharan Africa,11.835519999999999,13.150737,2012-1-5,NO,junior,energy,standard,454,2003.8410101042061,55193.90880140925,121.5724863467164
2012,Thailand,Southeast Asia,6.394722,101.518333,2012-1-6,NO,junior,energy,used,550,2020.981932680915,78037.76502824777,141.88684550590503
2012,India,South Asia,19.768279,83.649123,2012-1-5,YES,junior,semiconductors,used,431,0.0,80869.58983755704,187.6324590198539
2012,India,South Asia,34.297022999999996,74.47895799999999,2012-1-7,YES,VP,energy,used,539,0.0,61105.85922401983,113.36894104641897
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-1-8,NO,senior,semiconductors,standard,432,1988.947939190068,75761.90224201606,175.3747737083705
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-1-9,YES,junior,semiconductors,used,563,0.0,94844.3385610513,168.46241307469148
2012,Nigeria,Sub-Saharan Africa,9.203496000000001,12.495389999999999,2012-1-13,YES,lead,automotive,premium,516,0.0,96509.75906237484,187.03441678754814
2012,Nigeria,Sub-Saharan Africa,10.2824,11.17479,2012-1-13,YES,senior,energy,used,434,0.0,56096.06583197806,129.25360790778356
2012,Turkey,Middle East & North Africa,37.577039,43.736096,2012-1-19,NO,lead,automotive,used,647,2045.4633594590277,128633.02550885585,198.81456801986994
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-20,NO,lead,automotive,used,555,1973.8875777596154,79331.85870479024,142.940285954577
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-20,NO,junior,energy,used,505,2001.6149317032002,77104.90000373372,152.6829703044232
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-20,YES,junior,automotive,premium,425,0.0,44150.05558896313,103.88248373873677
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-20,NO,junior,automotive,standard,524,1987.9386632061246,82093.26017091451,156.66652704372999
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-20,NO,senior,semiconductors,standard,528,1980.8097045876946,74466.67355339033,141.03536657839078
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-20,NO,lead,energy,used,527,2018.0676524258288,77480.4785697948,147.02178096735256
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-20,NO,junior,automotive,used,615,2038.5547929050208,72659.18818456725,118.14502143832073
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-20,NO,senior,energy,used,498,1997.2938606186642,74940.66563041774,150.48326431810793
2012,Nigeria,Sub-Saharan Africa,11.708960000000001,11.06997,2012-1-20,NO,junior,energy,used,491,1985.1744935959705,55139.07447729987,112.29954068696512
2012,Nigeria,Sub-Saharan Africa,12.030119000000001,8.543949000000001,2012-1-20,NO,junior,energy,used,562,2009.3322367181793,71100.55138867641,126.51343663465553
2012,Nigeria,Sub-Saharan Africa,12.030119000000001,8.543949000000001,2012-1-20,YES,senior,energy,standard,504,0.0,75331.59983012993,149.46745998041652
2012,Nigeria,Sub-Saharan Africa,12.0,8.516667,2012-1-20,NO,junior,energy,used,429,1982.4251235458423,68174.86228199086,158.9157628950836
2012,Nigeria,Sub-Saharan Africa,9.749972999999999,9.551801,2012-1-22,NO,junior,semiconductors,used,407,1985.3735532015519,51716.11388473209,127.06661888140563
2012,Nigeria,Sub-Saharan Africa,12.000111,8.516554,2012-1-24,NO,lead,energy,used,571,1985.0309116691171,93446.24857866284,163.6536752691118
2012,India,South Asia,23.846121,84.816828,2012-2-1,NO,lead,automotive,premium,531,1983.3792868659423,81743.17010222934,153.9419399288688
2012,Russia,Eastern Europe,43.509617,43.829186,2012-2-2,YES,junior,energy,standard,540,0.0,108528.41100304277,200.97853889452364
2012,Nigeria,Sub-Saharan Africa,4.65,5.983333,2012-1-29,YES,junior,energy,used,397,0.0,47959.84971702632,120.80566679351718
2012,Thailand,Southeast Asia,6.701385,101.6175,2012-2-3,YES,junior,automotive,premium,629,0.0,77274.56357337644,122.85304224702135
2012,India,South Asia,18.183122,81.41186,2012-2-9,NO,junior,semiconductors,used,508,2000.7324865140617,86262.16525600883,169.8074119212772
2012,Thailand,Southeast Asia,6.868637,101.25001,2012-2-9,NO,junior,semiconductors,used,655,2013.5953954461013,105071.4283042418,160.41439435762106
2012,India,South Asia,19.028722,82.694242,2012-2-10,NO,VP,energy,standard,549,1993.7538912417185,101528.28172063628,184.93311788822638
2012,Nigeria,Sub-Saharan Africa,9.933525999999999,8.883445,2012-2-26,NO,senior,automotive,used,558,2003.0354403728131,76687.45708549356,137.4327187912071
2012,Nigeria,Sub-Saharan Africa,11.667492999999999,9.929714,2012-2-27,NO,junior,energy,standard,517,2007.0001942942758,94619.45356954547,183.01635119834714
2012,India,South Asia,24.204235,84.870937,2012-3-5,NO,junior,energy,premium,542,2007.1037703876475,70191.21191260146,129.5040810195599
2012,Russia,Eastern Europe,42.86991,47.624596000000004,2012-3-6,YES,junior,semiconductors,used,284,0.0,36614.32799347343,128.9236901178642
2012,Thailand,Southeast Asia,6.393714,101.518883,2012-3-7,NO,junior,energy,used,621,2003.675443352473,109670.83860573414,176.6036048401516
2012,India,South Asia,28.543513,76.71456500000001,2012-3-10,NO,junior,energy,standard,536,1993.5137545692623,86669.04852241151,161.6959860492752
2012,Nigeria,Sub-Saharan Africa,9.933333,8.883333,2012-3-11,NO,VP,energy,used,359,2045.3604205737092,35863.99812435233,99.89971622382265
2012,India,South Asia,24.780654000000002,93.967437,2012-3-15,NO,senior,automotive,used,358,1996.5283968418346,55043.625667706096,153.75314432320138
2012,Nigeria,Sub-Saharan Africa,10.26622,7.113044,2012-3-15,NO,junior,energy,standard,614,2007.1078144875967,111211.37680084904,181.12602084828833
2012,Thailand,Southeast Asia,6.750552000000001,101.294748,2012-3-17,NO,junior,semiconductors,standard,519,1998.2946265760465,99178.81964263128,191.0959916042992
2012,Thailand,Southeast Asia,6.760278,101.29333299999999,2012-3-20,NO,lead,energy,used,431,1981.5223644735386,59514.00022285949,138.08352719920995
2012,Thailand,Southeast Asia,6.201667,101.841667,2012-3-21,YES,junior,energy,used,513,0.0,73283.33939206119,142.85251343481713
2012,India,South Asia,33.797160999999996,75.090141,2012-3-22,NO,senior,semiconductors,used,536,2045.0628282307937,134247.62630618017,250.4619893772018
2012,India,South Asia,20.181843,80.006844,2012-3-27,NO,lead,automotive,used,453,2003.3765662867213,76982.09358300823,169.93839643048176
2012,Nigeria,Sub-Saharan Africa,11.6775,11.334444,2012-3-28,NO,junior,semiconductors,standard,428,2045.964247084122,75002.94941608814,175.24053601889753
2012,Russia,Eastern Europe,43.222475,44.772912,2012-3-30,NO,senior,energy,used,412,2002.456961727276,59730.086899914546,144.9759390774625
2012,Thailand,Southeast Asia,6.5425,101.283056,2012-3-31,NO,senior,semiconductors,premium,577,2003.1585769183741,87776.79808042441,152.12616651720003
2012,Thailand,Southeast Asia,6.5425,101.283056,2012-3-31,NO,senior,automotive,used,615,1991.5379330531177,79902.02068585598,129.92198485505037
2012,Thailand,Southeast Asia,7.001944,100.457222,2012-3-31,NO,VP,automotive,used,599,1981.02053900006,109935.30123604741,183.5313877062561
2012,Nigeria,Sub-Saharan Africa,10.516667,7.433333,2012-4-8,NO,junior,energy,used,462,1970.383708978902,73455.25150785508,158.9940508828032
2012,Nigeria,Sub-Saharan Africa,11.708960000000001,11.06997,2012-4-8,YES,junior,energy,standard,576,0.0,97247.46379389387,168.83240241995463
2012,Turkey,Middle East & North Africa,40.651661,35.903797,2012-4-9,NO,junior,energy,used,538,1996.2459829403938,87563.54101488754,162.75751118008836
2012,Nigeria,Sub-Saharan Africa,11.661944,14.02,2012-4-10,NO,senior,semiconductors,standard,577,1989.0233076594109,63145.14875444341,109.43699957442533
2012,Russia,Eastern Europe,42.978367999999996,47.491066,2012-4-16,YES,senior,gold,used,508,0.0,74315.9321163076,146.29120495336142
2012,India,South Asia,18.776381,80.5369,2012-4-20,NO,junior,semiconductors,standard,403,1994.3210512119292,57655.75765631734,143.06639616952194
2012,Nigeria,Sub-Saharan Africa,9.066917,7.483172,2012-4-26,NO,VP,semiconductors,used,578,2001.5088734012588,66523.82922901706,115.09313015400876
2012,Nigeria,Sub-Saharan Africa,10.516667,7.433333,2012-4-26,NO,lead,semiconductors,premium,500,1983.5630446742755,55635.16744942099,111.27033489884198
2012,Nigeria,Sub-Saharan Africa,9.203496000000001,12.495389999999999,2012-4-26,YES,senior,semiconductors,used,598,0.0,74647.17799921683,124.82805685487764
2012,Nigeria,Sub-Saharan Africa,10.266667,13.266667000000002,2012-4-26,NO,junior,energy,used,419,1990.3206163981904,66722.77071532726,159.24288953538726
2012,Russia,Eastern Europe,43.4804,44.5899,2012-4-28,NO,junior,energy,used,523,1984.4402662458397,93543.80560223489,178.860048952648
2012,Nigeria,Sub-Saharan Africa,12.0,8.516667,2012-4-29,NO,junior,energy,standard,443,2009.8161284936994,68020.25553551511,153.54459488829596
2012,Nigeria,Sub-Saharan Africa,8.9,11.366667,2012-4-30,NO,senior,energy,used,478,1989.663050854345,95224.90965606362,199.21529216749713
2012,Thailand,Southeast Asia,6.6608350000000005,101.239722,2012-5-1,NO,junior,automotive,used,651,1987.0504490377043,64645.62419111417,99.30203408773298
2012,India,South Asia,18.700958,81.24913000000001,2012-5-2,NO,junior,energy,premium,448,1996.4141524275733,83725.33389044019,186.88690600544686
2012,India,South Asia,26.54257,90.474846,2012-5-2,NO,junior,semiconductors,standard,563,1993.0735640032444,103698.1009020894,184.1884563092174
2012,Russia,Eastern Europe,42.978367999999996,47.491066,2012-5-3,NO,junior,energy,used,420,2004.84746609771,55821.94947267347,132.9094035063654
2012,India,South Asia,33.311591,75.76621899999999,2012-5-7,NO,senior,semiconductors,premium,379,2012.6405668028615,46783.49592219171,123.43930322478023
2012,Russia,Eastern Europe,42.566666999999995,47.866667,2012-5-9,NO,junior,energy,used,581,2037.5974845607675,79887.44639769747,137.49990774130373
2012,China,East Asia,27.338257000000002,103.717465,2012-5-10,NO,senior,energy,premium,600,1971.0256780064758,108171.85627660972,180.28642712768286
2012,India,South Asia,18.522484,81.75529399999999,2012-5-16,NO,junior,energy,standard,446,1982.6153130394507,80338.28370042151,180.13068094264912
2012,Turkey,Middle East & North Africa,37.076425,44.310751,2012-5-17,NO,junior,gold,standard,705,2002.2169074133508,88146.21658313359,125.03009444416111
2012,Turkey,Middle East & North Africa,37.303442,44.57696,2012-5-19,NO,junior,energy,used,563,1991.8949431639667,77887.48992216389,138.34367659354155
2012,Russia,Eastern Europe,42.978367999999996,47.491066,2012-5-22,YES,senior,energy,used,444,0.0,56676.13850979997,127.64896060765759
2012,Thailand,Southeast Asia,6.558981,101.533123,2012-5-28,YES,lead,semiconductors,premium,397,0.0,65170.66998794938,164.1578589117113
2012,India,South Asia,21.091089,80.931236,2012-6-2,YES,junior,energy,used,490,0.0,49106.41568506201,100.21717486747349
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-6-5,NO,lead,semiconductors,used,434,1976.4704023366216,49758.25933040822,114.65036712075627
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-6-5,NO,junior,energy,standard,572,2021.8684333712336,72760.56541438542,127.20378568948499
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-6-5,NO,senior,gold,used,545,1976.938661882824,88033.40549706678,161.52918439828767
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-6-5,NO,junior,semiconductors,used,455,2022.5062842131133,86464.33055026179,190.03149571486108
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-6-5,YES,junior,energy,premium,399,0.0,64511.880373128195,161.68391070959447
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-6-5,NO,senior,energy,standard,664,2009.7628715672356,118922.72015110242,179.10048215527473
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-6-5,YES,lead,semiconductors,used,485,0.0,83344.50637700647,171.84434304537416
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-6-8,NO,VP,automotive,premium,607,1995.452468621198,99972.52195883139,164.6993771974158
2012,Nigeria,Sub-Saharan Africa,9.933333,8.883333,2012-6-10,NO,lead,energy,used,440,1980.522179818544,72764.55115062473,165.37397988778346
2012,Nigeria,Sub-Saharan Africa,11.08192,7.715955999999999,2012-6-17,YES,lead,energy,used,496,0.0,73173.72109013512,147.52766348817565
2012,Nigeria,Sub-Saharan Africa,11.08192,7.715955999999999,2012-6-17,NO,senior,energy,used,470,2013.9936194086079,84397.13830046999,179.5683793627021
2012,Nigeria,Sub-Saharan Africa,11.08192,7.715955999999999,2012-6-17,YES,VP,energy,used,587,0.0,65319.77814635365,111.27730518969958
2012,Thailand,Southeast Asia,6.231389,101.5,2012-6-19,YES,junior,semiconductors,standard,449,0.0,60845.668601397105,135.5137385331784
2012,Nigeria,Sub-Saharan Africa,12.0,8.516667,2012-6-26,NO,senior,energy,premium,672,1985.9150435727759,86509.76381689889,128.73476758467098
2012,Nigeria,Sub-Saharan Africa,11.675908999999999,12.115689999999999,2012-6-26,YES,senior,automotive,used,369,0.0,56339.88627737209,152.68261863786475
2012,India,South Asia,23.905309,86.193332,2012-6-27,NO,senior,semiconductors,used,320,2013.0489872413996,45108.63626916544,140.96448834114202
2012,Thailand,Southeast Asia,6.241925,101.80935799999999,2012-7-7,NO,senior,semiconductors,used,367,2021.9770333437407,54444.09524928915,148.34903337680967
2012,Nigeria,Sub-Saharan Africa,9.534481,8.898872,2012-7-7,YES,senior,energy,standard,294,0.0,42288.91559198584,143.83984895233277
2012,Nigeria,Sub-Saharan Africa,9.437104,8.756075,2012-7-7,NO,junior,semiconductors,used,519,2000.107137051755,106552.72827769768,205.30390804951384
2012,Nigeria,Sub-Saharan Africa,9.534481,8.898872,2012-7-7,NO,VP,energy,used,502,1978.461097546919,77759.11683284161,154.89863910924623
2012,Nigeria,Sub-Saharan Africa,9.534481,8.898872,2012-7-7,NO,lead,semiconductors,used,570,1981.8992664712669,94008.40490148886,164.92702614296292
2012,Nigeria,Sub-Saharan Africa,9.534481,8.898872,2012-7-7,NO,senior,automotive,used,523,2001.5751142196325,90199.30660750523,172.46521339867158
2012,Nigeria,Sub-Saharan Africa,9.534481,8.898872,2012-7-7,YES,senior,energy,used,503,0.0,54366.874314596964,108.08523720595818
2012,Thailand,Southeast Asia,6.729444,101.096111,2012-7-19,YES,VP,semiconductors,used,402,0.0,65787.36737171489,163.6501675913306
2012,Russia,Eastern Europe,43.030344,45.09973,2012-7-21,YES,junior,energy,used,510,0.0,88910.01630214401,174.33336529832158
2012,India,South Asia,24.284148000000002,86.093731,2012-7-23,NO,junior,automotive,premium,623,2020.8298779652132,102872.56363019848,165.12450020898632
2012,Turkey,Middle East & North Africa,37.415294,44.110774,2012-7-22,NO,VP,semiconductors,used,415,2010.0850478564437,50996.0593146033,122.88207063759832
2012,Thailand,Southeast Asia,6.479451,101.423698,2012-7-25,NO,junior,energy,used,615,1995.438675613485,100690.58701526285,163.72453173213472
2012,Nigeria,Sub-Saharan Africa,11.833349,13.149985999999998,2012-7-25,NO,junior,energy,standard,473,1992.9278655708329,63529.39873476967,134.31162523207118
2012,Turkey,Middle East & North Africa,38.426625,40.670188,2012-7-27,NO,VP,energy,used,483,1970.2105643499053,91700.65447445675,189.85642748334732
2012,Nigeria,Sub-Saharan Africa,11.833349,13.149985999999998,2012-7-27,NO,junior,semiconductors,used,469,1965.1530662788675,57987.607640174145,123.64095445666129
2012,Thailand,Southeast Asia,6.718611,101.41,2012-7-28,NO,lead,semiconductors,premium,422,2003.0289631146843,66523.23170816539,157.6379898297758
2012,Nigeria,Sub-Saharan Africa,11.74886,11.96603,2012-7-28,NO,junior,energy,premium,433,1986.1365799937491,60352.68195103246,139.3826373003059
2012,Nigeria,Sub-Saharan Africa,13.117720000000002,5.393955,2012-7-30,NO,junior,semiconductors,used,600,1985.0228272255247,68865.2180865534,114.77536347758901
2012,Nigeria,Sub-Saharan Africa,11.74886,11.96603,2012-7-30,NO,junior,automotive,used,463,2028.6914538261747,84568.93880547964,182.65429547619794
2012,Egypt,Middle East & North Africa,31.280309000000003,34.240390000000005,2012-8-5,YES,junior,energy,premium,573,0.0,71583.02069274208,124.92673768366856
2012,Nigeria,Sub-Saharan Africa,11.74886,11.96603,2012-8-5,NO,junior,energy,used,517,2001.908374879732,54714.7678783696,105.83127249201084
2012,India,South Asia,18.49111,81.293173,2012-8-6,YES,junior,semiconductors,standard,540,0.0,63904.5844981001,118.34182314462981
2012,Nigeria,Sub-Saharan Africa,11.833333,13.15,2012-8-15,NO,senior,energy,used,424,1983.192638832877,101416.46190579524,239.1897686457435
